Prompt,Accuracy,Precision,Recall,F1 Score,Specificity,Sensitivity,Youden's index,Dataset,SubSet,Model,Run
direct_entity_ontological,0.4397,0.4029,0.9561,0.5669,0.1185,0.9561,0.0746,bioml-2024,snomed-fma.body,gemini-2.0-flash,2025-05-10_20-04-10
sequential_hierarchy,0.4863,0.4229,0.9311,0.5816,0.2097,0.9311,0.1407,bioml-2024,snomed-fma.body,gemini-2.0-flash,2025-05-10_20-04-10
sequential_hierarchy_ontological,0.5329,0.4418,0.8283,0.5763,0.3492,0.8283,0.1775,bioml-2024,snomed-fma.body,gemini-2.0-flash,2025-05-10_20-04-10
direct_entity_with_synonyms,0.5103,0.4357,0.9386,0.5952,0.244,0.9386,0.1826,bioml-2024,snomed-fma.body,gemini-2.0-flash,2025-05-10_20-04-10
sequential_hierarchy_with_synonyms,0.4921,0.4268,0.9461,0.5882,0.2097,0.9461,0.1558,bioml-2024,snomed-fma.body,gemini-2.0-flash,2025-05-10_20-04-10
all_data_dummy,0.5281,0.442,0.8784,0.5881,0.3102,0.8784,0.1887,bioml-2024,snomed-fma.body,gemini-2.0-flash-lite,2025-05-11_14-15-26
only_names,0.4743,0.4175,0.9386,0.5779,0.1855,0.9386,0.1241,bioml-2024,snomed-fma.body,gemini-2.0-flash-lite,2025-05-11_14-15-26
only_with_children,0.4757,0.4164,0.9148,0.5723,0.2027,0.9148,0.1174,bioml-2024,snomed-fma.body,gemini-2.0-flash-lite,2025-05-11_14-15-26
only_with_parents,0.4546,0.4093,0.9524,0.5725,0.145,0.9524,0.0974,bioml-2024,snomed-fma.body,gemini-2.0-flash-lite,2025-05-11_14-15-26
with_hierarchy,0.4892,0.4236,0.9211,0.5803,0.2206,0.9211,0.1416,bioml-2024,snomed-fma.body,gemini-2.0-flash-lite,2025-05-11_14-15-26
direct_entity,0.4344,0.4017,0.9699,0.5681,0.1013,0.9699,0.0712,bioml-2024,snomed-fma.body,gemini-2.0-flash-lite,2025-05-10_19-37-02
direct_entity_ontological,0.4801,0.4157,0.8772,0.5641,0.233,0.8772,0.1102,bioml-2024,snomed-fma.body,gemini-2.0-flash-lite,2025-05-10_19-37-02
sequential_hierarchy,0.433,0.4014,0.9749,0.5687,0.0959,0.9749,0.0708,bioml-2024,snomed-fma.body,gemini-2.0-flash-lite,2025-05-10_19-37-02
sequential_hierarchy_ontological,0.4661,0.4098,0.891,0.5614,0.2019,0.891,0.0928,bioml-2024,snomed-fma.body,gemini-2.0-flash-lite,2025-05-10_19-37-02
direct_entity_with_synonyms,0.458,0.4115,0.9612,0.5763,0.145,0.9612,0.1061,bioml-2024,snomed-fma.body,gemini-2.0-flash-lite,2025-05-10_19-37-02
sequential_hierarchy_with_synonyms,0.4546,0.4107,0.9712,0.5773,0.1333,0.9712,0.1045,bioml-2024,snomed-fma.body,gemini-2.0-flash-lite,2025-05-10_19-37-02
all_data_dummy,0.6358,0.516,0.8095,0.6302,0.5277,0.8095,0.3372,bioml-2024,snomed-fma.body,gemini-2.5-flash-preview-04-17,2025-05-11_09-38-45
only_names,0.6391,0.5169,0.9023,0.6572,0.4754,0.9023,0.3777,bioml-2024,snomed-fma.body,gemini-2.5-flash-preview-04-17,2025-05-11_09-38-45
only_with_children,0.6468,0.5235,0.8784,0.6561,0.5027,0.8784,0.3812,bioml-2024,snomed-fma.body,gemini-2.5-flash-preview-04-17,2025-05-11_09-38-45
only_with_parents,0.6627,0.536,0.8947,0.6704,0.5183,0.8947,0.4131,bioml-2024,snomed-fma.body,gemini-2.5-flash-preview-04-17,2025-05-11_09-38-45
with_hierarchy,0.6535,0.5291,0.8759,0.6597,0.5152,0.8759,0.3911,bioml-2024,snomed-fma.body,gemini-2.5-flash-preview-04-17,2025-05-11_09-38-45
direct_entity,0.642,0.5199,0.8672,0.6501,0.5019,0.8672,0.3691,bioml-2024,snomed-fma.body,gemini-2.5-flash-preview-04-17,2025-05-10_19-32-25
direct_entity_ontological,0.6305,0.5116,0.7995,0.624,0.5253,0.7995,0.3248,bioml-2024,snomed-fma.body,gemini-2.5-flash-preview-04-17,2025-05-10_19-32-25
sequential_hierarchy,0.6434,0.5215,0.8509,0.6467,0.5144,0.8509,0.3653,bioml-2024,snomed-fma.body,gemini-2.5-flash-preview-04-17,2025-05-10_19-32-25
sequential_hierarchy_ontological,0.6333,0.5144,0.7845,0.6213,0.5394,0.7845,0.3238,bioml-2024,snomed-fma.body,gemini-2.5-flash-preview-04-17,2025-05-10_19-32-25
direct_entity_with_synonyms,0.6545,0.5295,0.8897,0.6639,0.5082,0.8897,0.3979,bioml-2024,snomed-fma.body,gemini-2.5-flash-preview-04-17,2025-05-10_19-32-25
sequential_hierarchy_with_synonyms,0.6564,0.5308,0.8972,0.667,0.5066,0.8972,0.4039,bioml-2024,snomed-fma.body,gemini-2.5-flash-preview-04-17,2025-05-10_19-32-25
all_data_dummy,0.527,0.5081,0.9281,0.6567,0.1455,0.9281,0.0736,bioml-2024,snomed-ncit.neoplas,gemini-1.5-flash,2025-05-11_14-19-40
only_names,0.5292,0.509,0.9635,0.6661,0.1162,0.9635,0.0796,bioml-2024,snomed-ncit.neoplas,gemini-1.5-flash,2025-05-11_14-19-40
only_with_children,0.5364,0.5129,0.9737,0.6719,0.1205,0.9737,0.0943,bioml-2024,snomed-ncit.neoplas,gemini-1.5-flash,2025-05-11_14-19-40
only_with_parents,0.5287,0.5087,0.9726,0.668,0.1064,0.9726,0.079,bioml-2024,snomed-ncit.neoplas,gemini-1.5-flash,2025-05-11_14-19-40
with_hierarchy,0.5342,0.5117,0.9737,0.6709,0.1162,0.9737,0.0899,bioml-2024,snomed-ncit.neoplas,gemini-1.5-flash,2025-05-11_14-19-40
direct_entity,0.517,0.5024,0.96,0.6596,0.0955,0.96,0.0556,bioml-2024,snomed-ncit.neoplas,gemini-1.5-flash,2025-05-11_00-02-13
direct_entity_ontological,0.5147,0.5012,0.96,0.6586,0.0912,0.96,0.0513,bioml-2024,snomed-ncit.neoplas,gemini-1.5-flash,2025-05-11_00-02-13
sequential_hierarchy,0.5175,0.5027,0.9623,0.6604,0.0945,0.9623,0.0568,bioml-2024,snomed-ncit.neoplas,gemini-1.5-flash,2025-05-11_00-02-13
sequential_hierarchy_ontological,0.5114,0.4994,0.9726,0.66,0.0727,0.9726,0.0453,bioml-2024,snomed-ncit.neoplas,gemini-1.5-flash,2025-05-11_00-02-13
direct_entity_with_synonyms,0.5287,0.5086,0.984,0.6706,0.0955,0.984,0.0796,bioml-2024,snomed-ncit.neoplas,gemini-1.5-flash,2025-05-11_00-02-13
sequential_hierarchy_with_synonyms,0.527,0.5077,0.9806,0.669,0.0955,0.9806,0.0761,bioml-2024,snomed-ncit.neoplas,gemini-1.5-flash,2025-05-11_00-02-13
all_data_dummy,0.5415,0.5163,0.9384,0.6661,0.164,0.9384,0.1023,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash,2025-05-11_14-21-23
only_names,0.5548,0.5235,0.9669,0.6792,0.1629,0.9669,0.1298,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash,2025-05-11_14-21-23
only_with_children,0.5409,0.5155,0.9703,0.6733,0.1325,0.9703,0.1028,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash,2025-05-11_14-21-23
only_with_parents,0.5387,0.5141,0.9749,0.6732,0.1238,0.9749,0.0987,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash,2025-05-11_14-21-23
with_hierarchy,0.5615,0.5275,0.9646,0.682,0.1781,0.9646,0.1427,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash,2025-05-11_14-21-23
direct_entity,0.5387,0.5148,0.9361,0.6642,0.1607,0.9361,0.0968,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash,2025-05-10_20-12-05
direct_entity_ontological,0.5142,0.5009,0.9452,0.6548,0.1042,0.9452,0.0494,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash,2025-05-10_20-12-05
sequential_hierarchy,0.5437,0.5177,0.9361,0.6667,0.1705,0.9361,0.1065,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash,2025-05-10_20-12-05
sequential_hierarchy_ontological,0.5381,0.5147,0.9212,0.6604,0.1737,0.9212,0.095,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash,2025-05-10_20-12-05
direct_entity_with_synonyms,0.5543,0.5232,0.9669,0.679,0.1618,0.9669,0.1287,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash,2025-05-10_20-12-05
sequential_hierarchy_with_synonyms,0.5509,0.5217,0.9486,0.6731,0.1726,0.9486,0.1213,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash,2025-05-10_20-12-05
all_data_dummy,0.5715,0.5386,0.8447,0.6578,0.3116,0.8447,0.1564,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash-lite,2025-05-11_14-19-56
only_names,0.5715,0.5341,0.9475,0.6831,0.2139,0.9475,0.1614,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash-lite,2025-05-11_14-19-56
only_with_children,0.5737,0.536,0.9338,0.6811,0.2313,0.9338,0.1651,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash-lite,2025-05-11_14-19-56
only_with_parents,0.562,0.5286,0.9384,0.6763,0.2041,0.9384,0.1425,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash-lite,2025-05-11_14-19-56
with_hierarchy,0.571,0.5348,0.9212,0.6767,0.2378,0.9212,0.159,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash-lite,2025-05-11_14-19-56
direct_entity,0.5264,0.5076,0.9566,0.6632,0.1173,0.9566,0.0739,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash-lite,2025-05-10_19-42-52
direct_entity_ontological,0.562,0.5294,0.9144,0.6706,0.2269,0.9144,0.1413,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash-lite,2025-05-10_19-42-52
sequential_hierarchy,0.5253,0.5069,0.9612,0.6638,0.1107,0.9612,0.0719,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash-lite,2025-05-10_19-42-52
sequential_hierarchy_ontological,0.532,0.512,0.855,0.6404,0.2248,0.855,0.0798,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash-lite,2025-05-10_19-42-52
direct_entity_with_synonyms,0.5381,0.5139,0.9726,0.6725,0.1249,0.9726,0.0975,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash-lite,2025-05-10_19-42-52
sequential_hierarchy_with_synonyms,0.5403,0.5151,0.976,0.6743,0.126,0.976,0.102,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash-lite,2025-05-10_19-42-52
all_data_dummy,0.6555,0.6101,0.8128,0.697,0.506,0.8128,0.3188,bioml-2024,snomed-ncit.neoplas,gemini-2.5-flash-preview-04-17,2025-05-11_09-51-12
only_names,0.6683,0.6104,0.8836,0.722,0.4636,0.8836,0.3472,bioml-2024,snomed-ncit.neoplas,gemini-2.5-flash-preview-04-17,2025-05-11_09-51-12
only_with_children,0.6711,0.6152,0.8687,0.7203,0.4832,0.8687,0.3519,bioml-2024,snomed-ncit.neoplas,gemini-2.5-flash-preview-04-17,2025-05-11_09-51-12
only_with_parents,0.6717,0.6159,0.8676,0.7204,0.4853,0.8676,0.3529,bioml-2024,snomed-ncit.neoplas,gemini-2.5-flash-preview-04-17,2025-05-11_09-51-12
with_hierarchy,0.6678,0.6122,0.8687,0.7183,0.4767,0.8687,0.3454,bioml-2024,snomed-ncit.neoplas,gemini-2.5-flash-preview-04-17,2025-05-11_09-51-12
direct_entity,0.6578,0.6114,0.8174,0.6996,0.506,0.8174,0.3233,bioml-2024,snomed-ncit.neoplas,gemini-2.5-flash-preview-04-17,2025-05-10_19-47-03
direct_entity_ontological,0.6494,0.6094,0.782,0.685,0.5233,0.782,0.3053,bioml-2024,snomed-ncit.neoplas,gemini-2.5-flash-preview-04-17,2025-05-10_19-47-03
sequential_hierarchy,0.6505,0.6086,0.7934,0.6888,0.5147,0.7934,0.308,bioml-2024,snomed-ncit.neoplas,gemini-2.5-flash-preview-04-17,2025-05-10_19-47-03
sequential_hierarchy_ontological,0.6572,0.6125,0.8082,0.6969,0.5136,0.8082,0.3218,bioml-2024,snomed-ncit.neoplas,gemini-2.5-flash-preview-04-17,2025-05-10_19-47-03
direct_entity_with_synonyms,0.6656,0.6143,0.8436,0.7109,0.4962,0.8436,0.3398,bioml-2024,snomed-ncit.neoplas,gemini-2.5-flash-preview-04-17,2025-05-10_19-47-03
sequential_hierarchy_with_synonyms,0.6633,0.6101,0.8573,0.7129,0.4788,0.8573,0.3361,bioml-2024,snomed-ncit.neoplas,gemini-2.5-flash-preview-04-17,2025-05-10_19-47-03
all_data_dummy,0.7717,0.7752,0.9828,0.8668,0.1198,0.9828,0.1027,bioml-2024,snomed-ncit.pharm,gemini-1.5-flash,2025-05-11_14-22-53
only_names,0.7775,0.7768,0.9898,0.8705,0.1218,0.9898,0.1116,bioml-2024,snomed-ncit.pharm,gemini-1.5-flash,2025-05-11_14-22-53
only_with_children,0.7809,0.7793,0.9905,0.8723,0.1336,0.9905,0.1241,bioml-2024,snomed-ncit.pharm,gemini-1.5-flash,2025-05-11_14-22-53
only_with_parents,0.7727,0.773,0.9898,0.8681,0.1022,0.9898,0.092,bioml-2024,snomed-ncit.pharm,gemini-1.5-flash,2025-05-11_14-22-53
with_hierarchy,0.7751,0.7754,0.9885,0.8691,0.1159,0.9885,0.1045,bioml-2024,snomed-ncit.pharm,gemini-1.5-flash,2025-05-11_14-22-53
direct_entity,0.7631,0.7677,0.9841,0.8626,0.0806,0.9841,0.0646,bioml-2024,snomed-ncit.pharm,gemini-1.5-flash,2025-05-11_00-06-56
direct_entity_ontological,0.7535,0.7668,0.9682,0.8558,0.0904,0.9682,0.0586,bioml-2024,snomed-ncit.pharm,gemini-1.5-flash,2025-05-11_00-06-56
sequential_hierarchy,0.7641,0.7669,0.9879,0.8635,0.0727,0.9879,0.0606,bioml-2024,snomed-ncit.pharm,gemini-1.5-flash,2025-05-11_00-06-56
sequential_hierarchy_ontological,0.7597,0.7653,0.9835,0.8608,0.0688,0.9835,0.0522,bioml-2024,snomed-ncit.pharm,gemini-1.5-flash,2025-05-11_00-06-56
direct_entity_with_synonyms,0.7645,0.7702,0.9809,0.8629,0.0963,0.9809,0.0772,bioml-2024,snomed-ncit.pharm,gemini-1.5-flash,2025-05-11_00-06-56
sequential_hierarchy_with_synonyms,0.7689,0.7696,0.9905,0.8662,0.0845,0.9905,0.0749,bioml-2024,snomed-ncit.pharm,gemini-1.5-flash,2025-05-11_00-06-56
all_data_dummy,0.7919,0.7928,0.9809,0.8769,0.2083,0.9809,0.1892,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash,2025-05-11_14-26-58
only_names,0.8063,0.8008,0.9898,0.8853,0.2397,0.9898,0.2295,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash,2025-05-11_14-26-58
only_with_children,0.8011,0.796,0.9905,0.8827,0.2161,0.9905,0.2066,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash,2025-05-11_14-26-58
only_with_parents,0.7934,0.7898,0.9898,0.8786,0.1866,0.9898,0.1765,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash,2025-05-11_14-26-58
with_hierarchy,0.7958,0.7943,0.9847,0.8793,0.2122,0.9847,0.1969,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash,2025-05-11_14-26-58
direct_entity,0.7987,0.7973,0.9835,0.8807,0.2279,0.9835,0.2114,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash,2025-05-10_20-18-58
direct_entity_ontological,0.7737,0.7757,0.9854,0.868,0.1198,0.9854,0.1052,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash,2025-05-10_20-18-58
sequential_hierarchy,0.7948,0.7946,0.9822,0.8785,0.2161,0.9822,0.1983,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash,2025-05-10_20-18-58
sequential_hierarchy_ontological,0.7857,0.7966,0.9618,0.8715,0.2417,0.9618,0.2035,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash,2025-05-10_20-18-58
direct_entity_with_synonyms,0.7963,0.7956,0.9828,0.8793,0.22,0.9828,0.2029,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash,2025-05-10_20-18-58
sequential_hierarchy_with_synonyms,0.7852,0.7834,0.9892,0.8743,0.1552,0.9892,0.1444,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash,2025-05-10_20-18-58
all_data_dummy,0.8212,0.8226,0.9733,0.8916,0.3517,0.9733,0.325,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash-lite,2025-05-11_14-23-57
only_names,0.8208,0.816,0.9847,0.8925,0.3143,0.9847,0.2991,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash-lite,2025-05-11_14-23-57
only_with_children,0.8222,0.8183,0.9828,0.8931,0.3261,0.9828,0.309,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash-lite,2025-05-11_14-23-57
only_with_parents,0.8059,0.8035,0.9835,0.8844,0.2574,0.9835,0.2408,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash-lite,2025-05-11_14-23-57
with_hierarchy,0.8116,0.8092,0.9822,0.8874,0.2849,0.9822,0.2671,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash-lite,2025-05-11_14-23-57
direct_entity,0.7684,0.7755,0.9758,0.8642,0.1277,0.9758,0.1035,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash-lite,2025-05-10_19-47-56
direct_entity_ontological,0.6824,0.8023,0.7691,0.7853,0.4145,0.7691,0.1836,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash-lite,2025-05-10_19-47-56
sequential_hierarchy,0.7746,0.7756,0.9873,0.8687,0.1179,0.9873,0.1052,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash-lite,2025-05-10_19-47-56
sequential_hierarchy_ontological,0.7713,0.7962,0.937,0.8609,0.2593,0.937,0.1964,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash-lite,2025-05-10_19-47-56
direct_entity_with_synonyms,0.7765,0.7843,0.9714,0.8679,0.1749,0.9714,0.1462,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash-lite,2025-05-10_19-47-56
sequential_hierarchy_with_synonyms,0.7814,0.7822,0.9847,0.8719,0.1532,0.9847,0.138,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash-lite,2025-05-10_19-47-56
all_data_dummy,0.8313,0.842,0.9561,0.8954,0.446,0.9561,0.4021,bioml-2024,snomed-ncit.pharm,gemini-2.5-flash-preview-04-17,2025-05-11_10-00-52
only_names,0.8333,0.8386,0.965,0.8974,0.4263,0.965,0.3913,bioml-2024,snomed-ncit.pharm,gemini-2.5-flash-preview-04-17,2025-05-11_10-00-52
only_with_children,0.8366,0.843,0.9631,0.899,0.446,0.9631,0.4091,bioml-2024,snomed-ncit.pharm,gemini-2.5-flash-preview-04-17,2025-05-11_10-00-52
only_with_parents,0.8433,0.8492,0.9637,0.9029,0.4715,0.9637,0.4353,bioml-2024,snomed-ncit.pharm,gemini-2.5-flash-preview-04-17,2025-05-11_10-00-52
with_hierarchy,0.8395,0.8458,0.9631,0.9007,0.4578,0.9631,0.4209,bioml-2024,snomed-ncit.pharm,gemini-2.5-flash-preview-04-17,2025-05-11_10-00-52
direct_entity,0.8323,0.8426,0.9567,0.896,0.4479,0.9567,0.4047,bioml-2024,snomed-ncit.pharm,gemini-2.5-flash-preview-04-17,2025-05-10_19-59-37
direct_entity_ontological,0.8006,0.8495,0.8944,0.8714,0.5108,0.8944,0.4052,bioml-2024,snomed-ncit.pharm,gemini-2.5-flash-preview-04-17,2025-05-10_19-59-37
sequential_hierarchy,0.839,0.8504,0.9548,0.8996,0.4813,0.9548,0.4362,bioml-2024,snomed-ncit.pharm,gemini-2.5-flash-preview-04-17,2025-05-10_19-59-37
sequential_hierarchy_ontological,0.8323,0.8492,0.9459,0.895,0.4813,0.9459,0.4273,bioml-2024,snomed-ncit.pharm,gemini-2.5-flash-preview-04-17,2025-05-10_19-59-37
direct_entity_with_synonyms,0.8381,0.8479,0.9574,0.8993,0.4695,0.9574,0.4269,bioml-2024,snomed-ncit.pharm,gemini-2.5-flash-preview-04-17,2025-05-10_19-59-37
sequential_hierarchy_with_synonyms,0.8294,0.8428,0.9517,0.8939,0.4519,0.9517,0.4035,bioml-2024,snomed-ncit.pharm,gemini-2.5-flash-preview-04-17,2025-05-10_19-59-37
all_data_dummy,0.6415,0.6057,0.984,0.7499,0.2294,0.984,0.2134,largebio,fma-nci,gemini-1.5-flash,2025-05-11_16-05-01
only_names,0.6232,0.5925,0.9927,0.7421,0.1786,0.9927,0.1714,largebio,fma-nci,gemini-1.5-flash,2025-05-11_16-05-01
only_with_children,0.6264,0.5954,0.9854,0.7423,0.1944,0.9854,0.1798,largebio,fma-nci,gemini-1.5-flash,2025-05-11_16-05-01
only_with_parents,0.6264,0.5961,0.9796,0.7412,0.2014,0.9796,0.181,largebio,fma-nci,gemini-1.5-flash,2025-05-11_16-05-01
with_hierarchy,0.632,0.6002,0.9767,0.7435,0.2172,0.9767,0.1939,largebio,fma-nci,gemini-1.5-flash,2025-05-11_16-05-01
direct_entity,0.6312,0.5993,0.9796,0.7436,0.2119,0.9796,0.1915,largebio,fma-nci,gemini-1.5-flash,2025-05-10_23-38-28
direct_entity_ontological,0.6359,0.6023,0.9811,0.7464,0.2207,0.9811,0.2017,largebio,fma-nci,gemini-1.5-flash,2025-05-10_23-38-28
sequential_hierarchy,0.6542,0.6152,0.9796,0.7558,0.2627,0.9796,0.2423,largebio,fma-nci,gemini-1.5-flash,2025-05-10_23-38-28
sequential_hierarchy_ontological,0.6335,0.602,0.9709,0.7432,0.2277,0.9709,0.1986,largebio,fma-nci,gemini-1.5-flash,2025-05-10_23-38-28
direct_entity_with_synonyms,0.6343,0.6014,0.9796,0.7453,0.2189,0.9796,0.1985,largebio,fma-nci,gemini-1.5-flash,2025-05-10_23-38-28
sequential_hierarchy_with_synonyms,0.6693,0.6256,0.9825,0.7644,0.2925,0.9825,0.275,largebio,fma-nci,gemini-1.5-flash,2025-05-10_23-38-28
all_data_dummy,0.6248,0.5941,0.9884,0.7421,0.1874,0.9884,0.1757,largebio,fma-nci,gemini-2.0-flash,2025-05-11_15-55-35
only_names,0.6208,0.5908,0.9942,0.7412,0.1716,0.9942,0.1658,largebio,fma-nci,gemini-2.0-flash,2025-05-11_15-55-35
only_with_children,0.6224,0.5917,0.9956,0.7423,0.1734,0.9956,0.169,largebio,fma-nci,gemini-2.0-flash,2025-05-11_15-55-35
only_with_parents,0.6089,0.584,0.9869,0.7338,0.1541,0.9869,0.141,largebio,fma-nci,gemini-2.0-flash,2025-05-11_15-55-35
with_hierarchy,0.6335,0.5995,0.9913,0.7471,0.2032,0.9913,0.1944,largebio,fma-nci,gemini-2.0-flash,2025-05-11_15-55-35
direct_entity,0.6455,0.6077,0.9898,0.753,0.2312,0.9898,0.221,largebio,fma-nci,gemini-2.0-flash,2025-05-10_16-05-15
direct_entity_ontological,0.6399,0.6035,0.9927,0.7507,0.2154,0.9927,0.2081,largebio,fma-nci,gemini-2.0-flash,2025-05-10_16-05-15
sequential_hierarchy,0.6431,0.6066,0.9854,0.751,0.2312,0.9854,0.2166,largebio,fma-nci,gemini-2.0-flash,2025-05-10_16-05-15
sequential_hierarchy_ontological,0.7679,0.7242,0.9287,0.8138,0.5744,0.9287,0.5031,largebio,fma-nci,gemini-2.0-flash,2025-05-10_16-05-15
direct_entity_with_synonyms,0.6479,0.6103,0.9825,0.7529,0.2452,0.9825,0.2277,largebio,fma-nci,gemini-2.0-flash,2025-05-10_16-05-15
sequential_hierarchy_with_synonyms,0.6407,0.6046,0.9884,0.7503,0.2224,0.9884,0.2108,largebio,fma-nci,gemini-2.0-flash,2025-05-10_16-05-15
all_data_dummy,0.7576,0.7076,0.9476,0.8102,0.5289,0.9476,0.4765,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-11_15-59-45
only_names,0.6264,0.5953,0.9869,0.7426,0.1926,0.9869,0.1795,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-11_15-59-45
only_with_children,0.6383,0.6032,0.9869,0.7488,0.2189,0.9869,0.2058,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-11_15-59-45
only_with_parents,0.7099,0.6575,0.9782,0.7864,0.387,0.9782,0.3652,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-11_15-59-45
with_hierarchy,0.7242,0.6703,0.9738,0.7941,0.4238,0.9738,0.3976,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-11_15-59-45
direct_entity,0.6979,0.6489,0.9738,0.7788,0.366,0.9738,0.3398,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-10_16-03-43
direct_entity_ontological,0.7623,0.7372,0.8777,0.8013,0.6235,0.8777,0.5012,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-10_16-03-43
sequential_hierarchy,0.7353,0.6795,0.9753,0.801,0.4466,0.9753,0.4218,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-10_16-03-43
sequential_hierarchy_ontological,0.7671,0.7494,0.8617,0.8016,0.6532,0.8617,0.515,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-10_16-03-43
direct_entity_with_synonyms,0.7242,0.6721,0.9665,0.7928,0.4326,0.9665,0.3991,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-10_16-03-43
sequential_hierarchy_with_synonyms,0.775,0.7158,0.9753,0.8256,0.5342,0.9753,0.5094,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-10_16-03-43
all_data_dummy,0.7631,0.7523,0.8443,0.7956,0.6655,0.8443,0.5097,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-11_15-52-06
only_names,0.721,0.6888,0.8923,0.7774,0.5149,0.8923,0.4072,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-11_15-52-06
only_with_children,0.7273,0.7,0.8763,0.7783,0.5482,0.8763,0.4244,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-11_15-52-06
only_with_parents,0.7687,0.7558,0.8515,0.8008,0.669,0.8515,0.5205,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-11_15-52-06
with_hierarchy,0.7583,0.7536,0.8282,0.7892,0.6743,0.8282,0.5025,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-11_15-52-06
direct_entity,0.7734,0.7666,0.8413,0.8022,0.6918,0.8413,0.5331,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-10_21-26-58
direct_entity_ontological,0.7878,0.8026,0.8108,0.8067,0.7601,0.8108,0.5708,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-10_21-26-58
sequential_hierarchy,0.7742,0.7787,0.8195,0.7986,0.7198,0.8195,0.5393,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-10_21-26-58
sequential_hierarchy_ontological,0.7742,0.8067,0.7715,0.7887,0.7776,0.7715,0.5491,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-10_21-26-58
direct_entity_with_synonyms,0.7568,0.7592,0.8122,0.7848,0.69,0.8122,0.5022,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-10_21-26-58
sequential_hierarchy_with_synonyms,0.779,0.7884,0.8137,0.8009,0.7373,0.8137,0.551,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-10_21-26-58
direct_entity,0.6946,0.9369,0.6835,0.7904,0.754,0.6835,0.4375,largebio,fma-nci,gpt-4o-mini,2025-03-28_10-15-04
