Prompt,Accuracy,Precision,Recall,F1 Score,Specificity,Sensitivity,Youden's index,Dataset,SubSet,Model,Run
direct_entity_ontological,0.4423,0.3947,0.9449,0.5568,0.1461,0.9449,0.091,bioml-2024,snomed-fma.body,gemini-2.0-flash,2025-05-10_20-04-10
sequential_hierarchy,0.4964,0.4188,0.9229,0.5761,0.2451,0.9229,0.168,bioml-2024,snomed-fma.body,gemini-2.0-flash,2025-05-10_20-04-10
sequential_hierarchy_ontological,0.5414,0.437,0.8209,0.5703,0.3766,0.8209,0.1976,bioml-2024,snomed-fma.body,gemini-2.0-flash,2025-05-10_20-04-10
direct_entity_with_synonyms,0.524,0.433,0.9174,0.5883,0.2922,0.9174,0.2096,bioml-2024,snomed-fma.body,gemini-2.0-flash,2025-05-10_20-04-10
sequential_hierarchy_with_synonyms,0.5036,0.4223,0.9201,0.5789,0.2581,0.9201,0.1782,bioml-2024,snomed-fma.body,gemini-2.0-flash,2025-05-10_20-04-10
all_data_dummy,0.5628,0.4532,0.8678,0.5955,0.3831,0.8678,0.2509,bioml-2024,snomed-fma.body,gemini-2.0-flash-lite,2025-05-11_14-15-26
only_names,0.476,0.4079,0.9146,0.5641,0.2175,0.9146,0.1321,bioml-2024,snomed-fma.body,gemini-2.0-flash-lite,2025-05-11_14-15-26
only_with_children,0.4852,0.4104,0.8898,0.5617,0.2468,0.8898,0.1366,bioml-2024,snomed-fma.body,gemini-2.0-flash-lite,2025-05-11_14-15-26
only_with_parents,0.4566,0.4009,0.9421,0.5625,0.1705,0.9421,0.1126,bioml-2024,snomed-fma.body,gemini-2.0-flash-lite,2025-05-11_14-15-26
with_hierarchy,0.5015,0.4202,0.9063,0.5742,0.263,0.9063,0.1693,bioml-2024,snomed-fma.body,gemini-2.0-flash-lite,2025-05-11_14-15-26
direct_entity,0.4341,0.3928,0.9642,0.5582,0.1218,0.9642,0.0859,bioml-2024,snomed-fma.body,gemini-2.0-flash-lite,2025-05-10_19-37-02
direct_entity_ontological,0.4688,0.4005,0.8705,0.5486,0.2321,0.8705,0.1027,bioml-2024,snomed-fma.body,gemini-2.0-flash-lite,2025-05-10_19-37-02
sequential_hierarchy,0.4362,0.3942,0.9697,0.5605,0.1218,0.9697,0.0915,bioml-2024,snomed-fma.body,gemini-2.0-flash-lite,2025-05-10_19-37-02
sequential_hierarchy_ontological,0.4505,0.3929,0.8843,0.5441,0.1948,0.8843,0.0791,bioml-2024,snomed-fma.body,gemini-2.0-flash-lite,2025-05-10_19-37-02
direct_entity_with_synonyms,0.4586,0.4019,0.9421,0.5634,0.1737,0.9421,0.1159,bioml-2024,snomed-fma.body,gemini-2.0-flash-lite,2025-05-10_19-37-02
sequential_hierarchy_with_synonyms,0.4545,0.4016,0.9614,0.5666,0.1558,0.9614,0.1173,bioml-2024,snomed-fma.body,gemini-2.0-flash-lite,2025-05-10_19-37-02
all_data_dummy,0.7344,0.6062,0.8099,0.6934,0.6899,0.8099,0.4999,bioml-2024,snomed-fma.body,gemini-2.5-flash-preview-04-17,2025-05-11_09-38-45
only_names,0.7293,0.5897,0.8871,0.7085,0.6364,0.8871,0.5234,bioml-2024,snomed-fma.body,gemini-2.5-flash-preview-04-17,2025-05-11_09-38-45
only_with_children,0.7477,0.6128,0.8678,0.7184,0.6769,0.8678,0.5447,bioml-2024,snomed-fma.body,gemini-2.5-flash-preview-04-17,2025-05-11_09-38-45
only_with_parents,0.7508,0.6151,0.876,0.7227,0.6769,0.876,0.553,bioml-2024,snomed-fma.body,gemini-2.5-flash-preview-04-17,2025-05-11_09-38-45
with_hierarchy,0.7426,0.6099,0.8485,0.7097,0.6802,0.8485,0.5287,bioml-2024,snomed-fma.body,gemini-2.5-flash-preview-04-17,2025-05-11_09-38-45
direct_entity,0.7406,0.6042,0.8705,0.7133,0.664,0.8705,0.5345,bioml-2024,snomed-fma.body,gemini-2.5-flash-preview-04-17,2025-05-10_19-32-25
direct_entity_ontological,0.716,0.5869,0.7906,0.6737,0.6721,0.7906,0.4627,bioml-2024,snomed-fma.body,gemini-2.5-flash-preview-04-17,2025-05-10_19-32-25
sequential_hierarchy,0.7365,0.6036,0.843,0.7034,0.6737,0.843,0.5167,bioml-2024,snomed-fma.body,gemini-2.5-flash-preview-04-17,2025-05-10_19-32-25
sequential_hierarchy_ontological,0.7109,0.582,0.7824,0.6675,0.6688,0.7824,0.4512,bioml-2024,snomed-fma.body,gemini-2.5-flash-preview-04-17,2025-05-10_19-32-25
direct_entity_with_synonyms,0.7487,0.6114,0.8843,0.723,0.6688,0.8843,0.5531,bioml-2024,snomed-fma.body,gemini-2.5-flash-preview-04-17,2025-05-10_19-32-25
sequential_hierarchy_with_synonyms,0.7549,0.618,0.8871,0.7285,0.6769,0.8871,0.564,bioml-2024,snomed-fma.body,gemini-2.5-flash-preview-04-17,2025-05-10_19-32-25
all_data_dummy,0.5744,0.5642,0.9304,0.7024,0.1567,0.9304,0.0871,bioml-2024,snomed-ncit.neoplas,gemini-1.5-flash,2025-05-11_14-19-40
only_names,0.579,0.5644,0.9645,0.7121,0.1267,0.9645,0.0912,bioml-2024,snomed-ncit.neoplas,gemini-1.5-flash,2025-05-11_14-19-40
only_with_children,0.5867,0.5682,0.9759,0.7182,0.13,0.9759,0.1059,bioml-2024,snomed-ncit.neoplas,gemini-1.5-flash,2025-05-11_14-19-40
only_with_parents,0.5775,0.5627,0.9759,0.7138,0.11,0.9759,0.0859,bioml-2024,snomed-ncit.neoplas,gemini-1.5-flash,2025-05-11_14-19-40
with_hierarchy,0.5836,0.5665,0.9744,0.7164,0.125,0.9744,0.0994,bioml-2024,snomed-ncit.neoplas,gemini-1.5-flash,2025-05-11_14-19-40
direct_entity,0.5637,0.5555,0.9602,0.7038,0.0983,0.9602,0.0586,bioml-2024,snomed-ncit.neoplas,gemini-1.5-flash,2025-05-11_00-02-13
direct_entity_ontological,0.5613,0.5539,0.9631,0.7033,0.09,0.9631,0.0531,bioml-2024,snomed-ncit.neoplas,gemini-1.5-flash,2025-05-11_00-02-13
sequential_hierarchy,0.5652,0.5562,0.9631,0.7051,0.0983,0.9631,0.0614,bioml-2024,snomed-ncit.neoplas,gemini-1.5-flash,2025-05-11_00-02-13
sequential_hierarchy_ontological,0.5567,0.5507,0.9716,0.703,0.07,0.9716,0.0416,bioml-2024,snomed-ncit.neoplas,gemini-1.5-flash,2025-05-11_00-02-13
direct_entity_with_synonyms,0.5759,0.561,0.9858,0.7151,0.095,0.9858,0.0808,bioml-2024,snomed-ncit.neoplas,gemini-1.5-flash,2025-05-11_00-02-13
sequential_hierarchy_with_synonyms,0.5744,0.5605,0.9801,0.7132,0.0983,0.9801,0.0784,bioml-2024,snomed-ncit.neoplas,gemini-1.5-flash,2025-05-11_00-02-13
all_data_dummy,0.5905,0.5735,0.9418,0.7129,0.1783,0.9418,0.1201,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash,2025-05-11_14-21-23
only_names,0.6089,0.5828,0.9702,0.7281,0.185,0.9702,0.1552,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash,2025-05-11_14-21-23
only_with_children,0.5897,0.5705,0.9716,0.7189,0.1417,0.9716,0.1133,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash,2025-05-11_14-21-23
only_with_parents,0.5882,0.5692,0.9759,0.719,0.1333,0.9759,0.1092,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash,2025-05-11_14-21-23
with_hierarchy,0.6135,0.5861,0.9673,0.7299,0.1983,0.9673,0.1657,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash,2025-05-11_14-21-23
direct_entity,0.5874,0.5719,0.9375,0.7104,0.1767,0.9375,0.1142,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash,2025-05-10_20-12-05
direct_entity_ontological,0.5606,0.5546,0.9446,0.6989,0.11,0.9446,0.0546,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash,2025-05-10_20-12-05
sequential_hierarchy,0.5913,0.5744,0.9375,0.7124,0.185,0.9375,0.1225,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash,2025-05-10_20-12-05
sequential_hierarchy_ontological,0.5798,0.5682,0.9233,0.7035,0.1767,0.9233,0.1,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash,2025-05-10_20-12-05
direct_entity_with_synonyms,0.6028,0.5789,0.9688,0.7248,0.1733,0.9688,0.1421,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash,2025-05-10_20-12-05
sequential_hierarchy_with_synonyms,0.5997,0.5789,0.9489,0.7191,0.19,0.9489,0.1389,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash,2025-05-10_20-12-05
all_data_dummy,0.6173,0.6053,0.8366,0.7024,0.36,0.8366,0.1966,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash-lite,2025-05-11_14-19-56
only_names,0.6258,0.5969,0.9446,0.7316,0.2517,0.9446,0.1963,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash-lite,2025-05-11_14-19-56
only_with_children,0.6235,0.5971,0.9304,0.7274,0.2633,0.9304,0.1937,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash-lite,2025-05-11_14-19-56
only_with_parents,0.6104,0.5875,0.9347,0.7215,0.23,0.9347,0.1647,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash-lite,2025-05-11_14-19-56
with_hierarchy,0.6219,0.5976,0.9176,0.7238,0.275,0.9176,0.1926,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash-lite,2025-05-11_14-19-56
direct_entity,0.5721,0.5608,0.956,0.7069,0.1217,0.956,0.0776,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash-lite,2025-05-10_19-42-52
direct_entity_ontological,0.6012,0.5835,0.9134,0.7121,0.235,0.9134,0.1484,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash-lite,2025-05-10_19-42-52
sequential_hierarchy,0.5729,0.561,0.9602,0.7082,0.1183,0.9602,0.0786,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash-lite,2025-05-10_19-42-52
sequential_hierarchy_ontological,0.5844,0.5774,0.858,0.6903,0.2633,0.858,0.1213,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash-lite,2025-05-10_19-42-52
direct_entity_with_synonyms,0.5874,0.5691,0.9716,0.7177,0.1367,0.9716,0.1083,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash-lite,2025-05-10_19-42-52
sequential_hierarchy_with_synonyms,0.5913,0.571,0.9773,0.7208,0.1383,0.9773,0.1156,bioml-2024,snomed-ncit.neoplas,gemini-2.0-flash-lite,2025-05-10_19-42-52
all_data_dummy,0.7094,0.7019,0.8026,0.7488,0.6,0.8026,0.4026,bioml-2024,snomed-ncit.neoplas,gemini-2.5-flash-preview-04-17,2025-05-11_09-51-12
only_names,0.7331,0.7051,0.8693,0.7786,0.5733,0.8693,0.4427,bioml-2024,snomed-ncit.neoplas,gemini-2.5-flash-preview-04-17,2025-05-11_09-51-12
only_with_children,0.7278,0.7055,0.8509,0.7714,0.5833,0.8509,0.4342,bioml-2024,snomed-ncit.neoplas,gemini-2.5-flash-preview-04-17,2025-05-11_09-51-12
only_with_parents,0.7316,0.7077,0.8565,0.7751,0.585,0.8565,0.4415,bioml-2024,snomed-ncit.neoplas,gemini-2.5-flash-preview-04-17,2025-05-11_09-51-12
with_hierarchy,0.7255,0.7007,0.858,0.7714,0.57,0.858,0.428,bioml-2024,snomed-ncit.neoplas,gemini-2.5-flash-preview-04-17,2025-05-11_09-51-12
direct_entity,0.7132,0.7083,0.7969,0.75,0.615,0.7969,0.4119,bioml-2024,snomed-ncit.neoplas,gemini-2.5-flash-preview-04-17,2025-05-10_19-47-03
direct_entity_ontological,0.7032,0.7088,0.7642,0.7355,0.6317,0.7642,0.3959,bioml-2024,snomed-ncit.neoplas,gemini-2.5-flash-preview-04-17,2025-05-10_19-47-03
sequential_hierarchy,0.7025,0.7052,0.7713,0.7368,0.6217,0.7713,0.393,bioml-2024,snomed-ncit.neoplas,gemini-2.5-flash-preview-04-17,2025-05-10_19-47-03
sequential_hierarchy_ontological,0.7109,0.7057,0.7969,0.7485,0.61,0.7969,0.4069,bioml-2024,snomed-ncit.neoplas,gemini-2.5-flash-preview-04-17,2025-05-10_19-47-03
direct_entity_with_synonyms,0.7262,0.7078,0.8395,0.768,0.5933,0.8395,0.4328,bioml-2024,snomed-ncit.neoplas,gemini-2.5-flash-preview-04-17,2025-05-10_19-47-03
sequential_hierarchy_with_synonyms,0.7224,0.7017,0.8452,0.7668,0.5783,0.8452,0.4235,bioml-2024,snomed-ncit.neoplas,gemini-2.5-flash-preview-04-17,2025-05-10_19-47-03
all_data_dummy,0.5917,0.568,0.973,0.7173,0.1577,0.973,0.1307,bioml-2024,snomed-ncit.pharm,gemini-1.5-flash,2025-05-11_14-22-53
only_names,0.5989,0.5714,0.9865,0.7237,0.1577,0.9865,0.1442,bioml-2024,snomed-ncit.pharm,gemini-1.5-flash,2025-05-11_14-22-53
only_with_children,0.6007,0.5725,0.9865,0.7246,0.1615,0.9865,0.148,bioml-2024,snomed-ncit.pharm,gemini-1.5-flash,2025-05-11_14-22-53
only_with_parents,0.5863,0.5635,0.9899,0.7181,0.1269,0.9899,0.1168,bioml-2024,snomed-ncit.pharm,gemini-1.5-flash,2025-05-11_14-22-53
with_hierarchy,0.5917,0.567,0.9865,0.7201,0.1423,0.9865,0.1288,bioml-2024,snomed-ncit.pharm,gemini-1.5-flash,2025-05-11_14-22-53
direct_entity,0.5665,0.5524,0.9797,0.7065,0.0962,0.9797,0.0759,bioml-2024,snomed-ncit.pharm,gemini-1.5-flash,2025-05-11_00-06-56
direct_entity_ontological,0.5665,0.553,0.9696,0.7043,0.1077,0.9696,0.0773,bioml-2024,snomed-ncit.pharm,gemini-1.5-flash,2025-05-11_00-06-56
sequential_hierarchy,0.5647,0.5509,0.9865,0.707,0.0846,0.9865,0.0711,bioml-2024,snomed-ncit.pharm,gemini-1.5-flash,2025-05-11_00-06-56
sequential_hierarchy_ontological,0.5594,0.5484,0.9764,0.7023,0.0846,0.9764,0.061,bioml-2024,snomed-ncit.pharm,gemini-1.5-flash,2025-05-11_00-06-56
direct_entity_with_synonyms,0.5791,0.5601,0.9764,0.7118,0.1269,0.9764,0.1033,bioml-2024,snomed-ncit.pharm,gemini-1.5-flash,2025-05-11_00-06-56
sequential_hierarchy_with_synonyms,0.5755,0.557,0.9899,0.7129,0.1038,0.9899,0.0937,bioml-2024,snomed-ncit.pharm,gemini-1.5-flash,2025-05-11_00-06-56
all_data_dummy,0.6457,0.6065,0.9527,0.7411,0.2962,0.9527,0.2489,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash,2025-05-11_14-26-58
only_names,0.6781,0.6275,0.973,0.7629,0.3423,0.973,0.3153,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash,2025-05-11_14-26-58
only_with_children,0.6691,0.6186,0.9865,0.7604,0.3077,0.9865,0.2942,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash,2025-05-11_14-26-58
only_with_parents,0.6403,0.6,0.973,0.7423,0.2615,0.973,0.2345,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash,2025-05-11_14-26-58
with_hierarchy,0.6601,0.6151,0.9662,0.7516,0.3115,0.9662,0.2778,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash,2025-05-11_14-26-58
direct_entity,0.6619,0.6179,0.9561,0.7507,0.3269,0.9561,0.283,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash,2025-05-10_20-18-58
direct_entity_ontological,0.5899,0.5667,0.9764,0.7171,0.15,0.9764,0.1264,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash,2025-05-10_20-18-58
sequential_hierarchy,0.6511,0.6109,0.9493,0.7434,0.3115,0.9493,0.2609,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash,2025-05-10_20-18-58
sequential_hierarchy_ontological,0.6547,0.6156,0.9358,0.7426,0.3346,0.9358,0.2704,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash,2025-05-10_20-18-58
direct_entity_with_synonyms,0.6529,0.6103,0.9628,0.7471,0.3,0.9628,0.2628,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash,2025-05-10_20-18-58
sequential_hierarchy_with_synonyms,0.6223,0.5878,0.973,0.7328,0.2231,0.973,0.196,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash,2025-05-10_20-18-58
all_data_dummy,0.741,0.6919,0.9257,0.7919,0.5308,0.9257,0.4564,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash-lite,2025-05-11_14-23-57
only_names,0.7212,0.6683,0.9459,0.7832,0.4654,0.9459,0.4113,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash-lite,2025-05-11_14-23-57
only_with_children,0.7176,0.6659,0.9426,0.7804,0.4615,0.9426,0.4041,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash-lite,2025-05-11_14-23-57
only_with_parents,0.6799,0.6311,0.9595,0.7614,0.3615,0.9595,0.321,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash-lite,2025-05-11_14-23-57
with_hierarchy,0.6978,0.6481,0.9459,0.7692,0.4154,0.9459,0.3613,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash-lite,2025-05-11_14-23-57
direct_entity,0.5755,0.56,0.9459,0.7035,0.1538,0.9459,0.0998,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash-lite,2025-05-10_19-47-56
direct_entity_ontological,0.6583,0.6532,0.7635,0.704,0.5385,0.7635,0.302,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash-lite,2025-05-10_19-47-56
sequential_hierarchy,0.5899,0.5667,0.9764,0.7171,0.15,0.9764,0.1264,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash-lite,2025-05-10_19-47-56
sequential_hierarchy_ontological,0.6439,0.6124,0.902,0.7295,0.35,0.902,0.252,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash-lite,2025-05-10_19-47-56
direct_entity_with_synonyms,0.6115,0.584,0.9392,0.7202,0.2385,0.9392,0.1777,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash-lite,2025-05-10_19-47-56
sequential_hierarchy_with_synonyms,0.6151,0.583,0.973,0.7291,0.2077,0.973,0.1807,bioml-2024,snomed-ncit.pharm,gemini-2.0-flash-lite,2025-05-10_19-47-56
all_data_dummy,0.7536,0.7331,0.8446,0.7849,0.65,0.8446,0.4946,bioml-2024,snomed-ncit.pharm,gemini-2.5-flash-preview-04-17,2025-05-11_10-00-52
only_names,0.7662,0.7399,0.8649,0.7975,0.6538,0.8649,0.5187,bioml-2024,snomed-ncit.pharm,gemini-2.5-flash-preview-04-17,2025-05-11_10-00-52
only_with_children,0.7608,0.739,0.8514,0.7912,0.6577,0.8514,0.509,bioml-2024,snomed-ncit.pharm,gemini-2.5-flash-preview-04-17,2025-05-11_10-00-52
only_with_parents,0.7932,0.767,0.8784,0.8189,0.6962,0.8784,0.5745,bioml-2024,snomed-ncit.pharm,gemini-2.5-flash-preview-04-17,2025-05-11_10-00-52
with_hierarchy,0.7788,0.7537,0.8682,0.8069,0.6769,0.8682,0.5452,bioml-2024,snomed-ncit.pharm,gemini-2.5-flash-preview-04-17,2025-05-11_10-00-52
direct_entity,0.7464,0.7246,0.8446,0.78,0.6346,0.8446,0.4792,bioml-2024,snomed-ncit.pharm,gemini-2.5-flash-preview-04-17,2025-05-10_19-59-37
direct_entity_ontological,0.759,0.7647,0.7905,0.7774,0.7231,0.7905,0.5136,bioml-2024,snomed-ncit.pharm,gemini-2.5-flash-preview-04-17,2025-05-10_19-59-37
sequential_hierarchy,0.7608,0.7447,0.8378,0.7886,0.6731,0.8378,0.5109,bioml-2024,snomed-ncit.pharm,gemini-2.5-flash-preview-04-17,2025-05-10_19-59-37
sequential_hierarchy_ontological,0.768,0.7463,0.8547,0.7969,0.6692,0.8547,0.524,bioml-2024,snomed-ncit.pharm,gemini-2.5-flash-preview-04-17,2025-05-10_19-59-37
direct_entity_with_synonyms,0.7644,0.7448,0.848,0.793,0.6692,0.848,0.5172,bioml-2024,snomed-ncit.pharm,gemini-2.5-flash-preview-04-17,2025-05-10_19-59-37
sequential_hierarchy_with_synonyms,0.7464,0.7273,0.8378,0.7786,0.6423,0.8378,0.4801,bioml-2024,snomed-ncit.pharm,gemini-2.5-flash-preview-04-17,2025-05-10_19-59-37
all_data_dummy,0.5713,0.5198,0.9902,0.6818,0.2089,0.9902,0.1991,largebio,fma-nci,gemini-1.5-flash,2025-05-11_16-05-01
only_names,0.5532,0.5094,0.9951,0.6738,0.1709,0.9951,0.166,largebio,fma-nci,gemini-1.5-flash,2025-05-11_16-05-01
only_with_children,0.5566,0.5115,0.9805,0.6722,0.1899,0.9805,0.1704,largebio,fma-nci,gemini-1.5-flash,2025-05-11_16-05-01
only_with_parents,0.5554,0.5107,0.9902,0.6739,0.1793,0.9902,0.1696,largebio,fma-nci,gemini-1.5-flash,2025-05-11_16-05-01
with_hierarchy,0.5656,0.5165,0.9902,0.6789,0.1983,0.9902,0.1886,largebio,fma-nci,gemini-1.5-flash,2025-05-11_16-05-01
direct_entity,0.5566,0.5114,0.9854,0.6733,0.1857,0.9854,0.171,largebio,fma-nci,gemini-1.5-flash,2025-05-10_23-38-28
direct_entity_ontological,0.5566,0.5114,0.9854,0.6733,0.1857,0.9854,0.171,largebio,fma-nci,gemini-1.5-flash,2025-05-10_23-38-28
sequential_hierarchy,0.586,0.5287,0.9878,0.6888,0.2384,0.9878,0.2262,largebio,fma-nci,gemini-1.5-flash,2025-05-10_23-38-28
sequential_hierarchy_ontological,0.5622,0.5147,0.9805,0.6751,0.2004,0.9805,0.1809,largebio,fma-nci,gemini-1.5-flash,2025-05-10_23-38-28
direct_entity_with_synonyms,0.5622,0.5146,0.9878,0.6767,0.1941,0.9878,0.1819,largebio,fma-nci,gemini-1.5-flash,2025-05-10_23-38-28
sequential_hierarchy_with_synonyms,0.6018,0.5385,0.9902,0.6976,0.2658,0.9902,0.2561,largebio,fma-nci,gemini-1.5-flash,2025-05-10_23-38-28
all_data_dummy,0.552,0.5088,0.9927,0.6727,0.1709,0.9927,0.1636,largebio,fma-nci,gemini-2.0-flash,2025-05-11_15-55-35
only_names,0.5475,0.5062,0.9902,0.67,0.1646,0.9902,0.1548,largebio,fma-nci,gemini-2.0-flash,2025-05-11_15-55-35
only_with_children,0.5543,0.51,0.9951,0.6744,0.173,0.9951,0.1681,largebio,fma-nci,gemini-2.0-flash,2025-05-11_15-55-35
only_with_parents,0.5373,0.5006,0.9878,0.6645,0.1477,0.9878,0.1355,largebio,fma-nci,gemini-2.0-flash,2025-05-11_15-55-35
with_hierarchy,0.5588,0.5126,0.9927,0.6761,0.1835,0.9927,0.1762,largebio,fma-nci,gemini-2.0-flash,2025-05-11_15-55-35
direct_entity,0.5701,0.5191,0.9927,0.6817,0.2046,0.9927,0.1973,largebio,fma-nci,gemini-2.0-flash,2025-05-10_16-05-15
direct_entity_ontological,0.5701,0.5191,0.9927,0.6817,0.2046,0.9927,0.1973,largebio,fma-nci,gemini-2.0-flash,2025-05-10_16-05-15
sequential_hierarchy,0.5713,0.5199,0.9878,0.6812,0.211,0.9878,0.1988,largebio,fma-nci,gemini-2.0-flash,2025-05-10_16-05-15
sequential_hierarchy_ontological,0.7432,0.6586,0.9268,0.77,0.5844,0.9268,0.5112,largebio,fma-nci,gemini-2.0-flash,2025-05-10_16-05-15
direct_entity_with_synonyms,0.5758,0.5226,0.9854,0.683,0.2215,0.9854,0.2069,largebio,fma-nci,gemini-2.0-flash,2025-05-10_16-05-15
sequential_hierarchy_with_synonyms,0.5645,0.5159,0.9902,0.6784,0.1962,0.9902,0.1864,largebio,fma-nci,gemini-2.0-flash,2025-05-10_16-05-15
all_data_dummy,0.7251,0.6362,0.9512,0.7625,0.5295,0.9512,0.4808,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-11_15-59-45
only_names,0.5588,0.5127,0.9878,0.675,0.1878,0.9878,0.1756,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-11_15-59-45
only_with_children,0.5701,0.5192,0.9878,0.6807,0.2089,0.9878,0.1967,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-11_15-59-45
only_with_parents,0.664,0.5818,0.9805,0.7302,0.3903,0.9805,0.3708,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-11_15-59-45
with_hierarchy,0.681,0.595,0.978,0.7399,0.4241,0.978,0.4021,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-11_15-59-45
direct_entity,0.6425,0.5662,0.9805,0.7179,0.3502,0.9805,0.3307,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-10_16-03-43
direct_entity_ontological,0.7443,0.6691,0.8878,0.7631,0.6203,0.8878,0.5081,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-10_16-03-43
sequential_hierarchy,0.6946,0.6054,0.9805,0.7486,0.4473,0.9805,0.4277,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-10_16-03-43
sequential_hierarchy_ontological,0.7704,0.6964,0.8951,0.7834,0.6624,0.8951,0.5576,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-10_16-03-43
direct_entity_with_synonyms,0.681,0.5958,0.9707,0.7384,0.4304,0.9707,0.4011,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-10_16-03-43
sequential_hierarchy_with_synonyms,0.7421,0.6468,0.978,0.7786,0.538,0.978,0.516,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-10_16-03-43
all_data_dummy,0.7229,0.668,0.8,0.7281,0.6561,0.8,0.4561,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-11_15-52-06
only_names,0.6674,0.6018,0.8366,0.7,0.5211,0.8366,0.3577,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-11_15-52-06
only_with_children,0.6799,0.6152,0.8268,0.7055,0.5527,0.8268,0.3796,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-11_15-52-06
only_with_parents,0.7262,0.67,0.8073,0.7323,0.6561,0.8073,0.4634,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-11_15-52-06
with_hierarchy,0.7229,0.673,0.7829,0.7238,0.6709,0.7829,0.4538,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-11_15-52-06
direct_entity,0.7353,0.6888,0.7829,0.7329,0.6941,0.7829,0.477,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-10_21-26-58
direct_entity_ontological,0.7579,0.73,0.7585,0.744,0.7574,0.7585,0.5159,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-10_21-26-58
sequential_hierarchy,0.7432,0.7002,0.7805,0.7382,0.711,0.7805,0.4915,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-10_21-26-58
sequential_hierarchy_ontological,0.7613,0.7398,0.7488,0.7442,0.7722,0.7488,0.5209,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-10_21-26-58
direct_entity_with_synonyms,0.7195,0.6753,0.761,0.7156,0.6835,0.761,0.4445,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-10_21-26-58
sequential_hierarchy_with_synonyms,0.7511,0.7159,0.7683,0.7412,0.7363,0.7683,0.5046,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-10_21-26-58
direct_entity,0.7147,0.9301,0.7396,0.824,0.4839,0.7396,0.2235,largebio,fma-nci,gpt-4o-mini,2025-03-28_10-15-04
direct_entity_ontological,0.6113,0.9316,0.6146,0.7406,0.5806,0.6146,0.1952,largebio,fma-nci,gpt-4o-mini,2025-03-28_10-15-04
