Prompt,Accuracy,Precision,Recall,F1 Score,Specificity,Sensitivity,Youden's index,Dataset,SubSet,Model,Run
sequential_hierarchy_ontological,0.8323,0.8492,0.9459,0.895,0.4813,0.9459,0.4273,bioml-2024,snomed-ncit.pharm,gemini-2.5-flash-preview-04-17,2025-05-10_19-59-37
direct_entity_with_synonyms,0.8381,0.8479,0.9574,0.8993,0.4695,0.9574,0.4269,bioml-2024,snomed-ncit.pharm,gemini-2.5-flash-preview-04-17,2025-05-10_19-59-37
sequential_hierarchy_with_synonyms,0.8294,0.8428,0.9517,0.8939,0.4519,0.9517,0.4035,bioml-2024,snomed-ncit.pharm,gemini-2.5-flash-preview-04-17,2025-05-10_19-59-37
direct_entity,0.6312,0.5993,0.9796,0.7436,0.2119,0.9796,0.1915,largebio,fma-nci,gemini-1.5-flash,2025-05-10_23-38-28
direct_entity_ontological,0.6359,0.6023,0.9811,0.7464,0.2207,0.9811,0.2017,largebio,fma-nci,gemini-1.5-flash,2025-05-10_23-38-28
sequential_hierarchy,0.6542,0.6152,0.9796,0.7558,0.2627,0.9796,0.2423,largebio,fma-nci,gemini-1.5-flash,2025-05-10_23-38-28
sequential_hierarchy_ontological,0.6335,0.602,0.9709,0.7432,0.2277,0.9709,0.1986,largebio,fma-nci,gemini-1.5-flash,2025-05-10_23-38-28
direct_entity_with_synonyms,0.6343,0.6014,0.9796,0.7453,0.2189,0.9796,0.1985,largebio,fma-nci,gemini-1.5-flash,2025-05-10_23-38-28
sequential_hierarchy_with_synonyms,0.6693,0.6256,0.9825,0.7644,0.2925,0.9825,0.275,largebio,fma-nci,gemini-1.5-flash,2025-05-10_23-38-28
direct_entity,0.6455,0.6077,0.9898,0.753,0.2312,0.9898,0.221,largebio,fma-nci,gemini-2.0-flash,2025-05-10_16-05-15
direct_entity_ontological,0.6399,0.6035,0.9927,0.7507,0.2154,0.9927,0.2081,largebio,fma-nci,gemini-2.0-flash,2025-05-10_16-05-15
sequential_hierarchy,0.6431,0.6066,0.9854,0.751,0.2312,0.9854,0.2166,largebio,fma-nci,gemini-2.0-flash,2025-05-10_16-05-15
sequential_hierarchy_ontological,0.7679,0.7242,0.9287,0.8138,0.5744,0.9287,0.5031,largebio,fma-nci,gemini-2.0-flash,2025-05-10_16-05-15
direct_entity_with_synonyms,0.6479,0.6103,0.9825,0.7529,0.2452,0.9825,0.2277,largebio,fma-nci,gemini-2.0-flash,2025-05-10_16-05-15
sequential_hierarchy_with_synonyms,0.6407,0.6046,0.9884,0.7503,0.2224,0.9884,0.2108,largebio,fma-nci,gemini-2.0-flash,2025-05-10_16-05-15
direct_entity,0.6979,0.6489,0.9738,0.7788,0.366,0.9738,0.3398,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-10_16-03-43
direct_entity_ontological,0.7623,0.7372,0.8777,0.8013,0.6235,0.8777,0.5012,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-10_16-03-43
sequential_hierarchy,0.7353,0.6795,0.9753,0.801,0.4466,0.9753,0.4218,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-10_16-03-43
sequential_hierarchy_ontological,0.7671,0.7494,0.8617,0.8016,0.6532,0.8617,0.515,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-10_16-03-43
direct_entity_with_synonyms,0.7242,0.6721,0.9665,0.7928,0.4326,0.9665,0.3991,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-10_16-03-43
sequential_hierarchy_with_synonyms,0.775,0.7158,0.9753,0.8256,0.5342,0.9753,0.5094,largebio,fma-nci,gemini-2.0-flash-lite,2025-05-10_16-03-43
direct_entity,0.7734,0.7666,0.8413,0.8022,0.6918,0.8413,0.5331,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-10_21-26-58
direct_entity_ontological,0.7878,0.8026,0.8108,0.8067,0.7601,0.8108,0.5708,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-10_21-26-58
sequential_hierarchy,0.7742,0.7787,0.8195,0.7986,0.7198,0.8195,0.5393,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-10_21-26-58
sequential_hierarchy_ontological,0.7742,0.8067,0.7715,0.7887,0.7776,0.7715,0.5491,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-10_21-26-58
direct_entity_with_synonyms,0.7568,0.7592,0.8122,0.7848,0.69,0.8122,0.5022,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-10_21-26-58
sequential_hierarchy_with_synonyms,0.779,0.7884,0.8137,0.8009,0.7373,0.8137,0.551,largebio,fma-nci,gemini-2.5-flash-preview-04-17,2025-05-10_21-26-58
direct_entity,0.6946,0.9369,0.6835,0.7904,0.754,0.6835,0.4375,largebio,fma-nci,gpt-4o-mini,2025-03-28_10-15-04
direct_entity_ontological,0.6233,0.9326,0.5958,0.7271,0.7698,0.5958,0.3657,largebio,fma-nci,gpt-4o-mini,2025-03-28_10-15-04
sequential_hierarchy,0.6446,0.9431,0.6152,0.7446,0.8016,0.6152,0.4167,largebio,fma-nci,gpt-4o-mini,2025-03-28_10-15-04
sequential_hierarchy_ontological,0.2678,0.9583,0.1367,0.2393,0.9683,0.1367,0.105,largebio,fma-nci,gpt-4o-mini,2025-03-28_10-15-04
direct_entity_with_synonyms,0.7897,0.9133,0.8291,0.8692,0.5794,0.8291,0.4085,largebio,fma-nci,gpt-4o-mini,2025-03-28_10-15-04
sequential_hierarchy_with_synonyms,0.408,0.9505,0.3135,0.4715,0.9127,0.3135,0.2262,largebio,fma-nci,gpt-4o-mini,2025-03-28_10-15-04
direct_entity,0.8533,0.8496,0.9946,0.9164,0.2569,0.9946,0.2515,largebio,fma-snomed,gemini-1.5-flash,2025-05-10_23-41-12
direct_entity_ontological,0.8503,0.8486,0.9918,0.9146,0.253,0.9918,0.2448,largebio,fma-snomed,gemini-1.5-flash,2025-05-10_23-41-12
sequential_hierarchy,0.8514,0.8482,0.9941,0.9154,0.249,0.9941,0.2432,largebio,fma-snomed,gemini-1.5-flash,2025-05-10_23-41-12
sequential_hierarchy_ontological,0.8435,0.8429,0.9911,0.911,0.2204,0.9911,0.2115,largebio,fma-snomed,gemini-1.5-flash,2025-05-10_23-41-12
direct_entity_with_synonyms,0.8512,0.8492,0.9923,0.9152,0.2559,0.9923,0.2482,largebio,fma-snomed,gemini-1.5-flash,2025-05-10_23-41-12
sequential_hierarchy_with_synonyms,0.8514,0.8477,0.9951,0.9155,0.2451,0.9951,0.2401,largebio,fma-snomed,gemini-1.5-flash,2025-05-10_23-41-12
direct_entity,0.8524,0.8581,0.9794,0.9147,0.3162,0.9794,0.2956,largebio,fma-snomed,gemini-2.0-flash,2025-05-10_16-09-58
direct_entity_ontological,0.8384,0.8414,0.986,0.908,0.2154,0.986,0.2014,largebio,fma-snomed,gemini-2.0-flash,2025-05-10_16-09-58
sequential_hierarchy,0.8524,0.8582,0.9792,0.9147,0.3172,0.9792,0.2964,largebio,fma-snomed,gemini-2.0-flash,2025-05-10_16-09-58
sequential_hierarchy_ontological,0.8145,0.8523,0.9321,0.8904,0.3182,0.9321,0.2503,largebio,fma-snomed,gemini-2.0-flash,2025-05-10_16-09-58
direct_entity_with_synonyms,0.8471,0.8602,0.9682,0.911,0.336,0.9682,0.3041,largebio,fma-snomed,gemini-2.0-flash,2025-05-10_16-09-58
sequential_hierarchy_with_synonyms,0.8535,0.8545,0.9869,0.9159,0.2905,0.9869,0.2774,largebio,fma-snomed,gemini-2.0-flash,2025-05-10_16-09-58
direct_entity,0.8442,0.8509,0.9789,0.9104,0.2757,0.9789,0.2546,largebio,fma-snomed,gemini-2.0-flash-lite,2025-05-10_16-07-22
direct_entity_ontological,0.7835,0.8519,0.8862,0.8687,0.3498,0.8862,0.236,largebio,fma-snomed,gemini-2.0-flash-lite,2025-05-10_16-07-22
sequential_hierarchy,0.8511,0.8501,0.9904,0.9149,0.2628,0.9904,0.2532,largebio,fma-snomed,gemini-2.0-flash-lite,2025-05-10_16-07-22
sequential_hierarchy_ontological,0.8058,0.8516,0.9202,0.8846,0.3231,0.9202,0.2433,largebio,fma-snomed,gemini-2.0-flash-lite,2025-05-10_16-07-22
direct_entity_with_synonyms,0.8355,0.8508,0.9661,0.9047,0.2846,0.9661,0.2506,largebio,fma-snomed,gemini-2.0-flash-lite,2025-05-10_16-07-22
sequential_hierarchy_with_synonyms,0.8524,0.851,0.9909,0.9156,0.2678,0.9909,0.2587,largebio,fma-snomed,gemini-2.0-flash-lite,2025-05-10_16-07-22
direct_entity,0.7086,0.909,0.7107,0.7977,0.6996,0.7107,0.4103,largebio,fma-snomed,gemini-2.5-flash-preview-04-17,2025-05-10_21-38-48
direct_entity_ontological,0.75,0.9146,0.7619,0.8313,0.6996,0.7619,0.4615,largebio,fma-snomed,gemini-2.5-flash-preview-04-17,2025-05-10_21-38-48
sequential_hierarchy,0.6724,0.9053,0.6643,0.7663,0.7065,0.6643,0.3708,largebio,fma-snomed,gemini-2.5-flash-preview-04-17,2025-05-10_21-38-48
sequential_hierarchy_ontological,0.691,0.8976,0.6973,0.7849,0.664,0.6973,0.3614,largebio,fma-snomed,gemini-2.5-flash-preview-04-17,2025-05-10_21-38-48
direct_entity_with_synonyms,0.6813,0.9105,0.6718,0.7732,0.7213,0.6718,0.3932,largebio,fma-snomed,gemini-2.5-flash-preview-04-17,2025-05-10_21-38-48
sequential_hierarchy_with_synonyms,0.6832,0.9093,0.6756,0.7752,0.7154,0.6756,0.391,largebio,fma-snomed,gemini-2.5-flash-preview-04-17,2025-05-10_21-38-48
direct_entity,0.7784,0.7755,0.9747,0.8638,0.2707,0.9747,0.2454,largebio,snomed-nci,gemini-1.5-flash,2025-05-10_23-26-32
direct_entity_ontological,0.7843,0.7803,0.9755,0.8671,0.29,0.9755,0.2655,largebio,snomed-nci,gemini-1.5-flash,2025-05-10_23-26-32
sequential_hierarchy,0.7826,0.7799,0.9732,0.8659,0.29,0.9732,0.2632,largebio,snomed-nci,gemini-1.5-flash,2025-05-10_23-26-32
sequential_hierarchy_ontological,0.7774,0.7767,0.9703,0.8628,0.2787,0.9703,0.249,largebio,snomed-nci,gemini-1.5-flash,2025-05-10_23-26-32
direct_entity_with_synonyms,0.783,0.7789,0.9763,0.8665,0.2833,0.9763,0.2596,largebio,snomed-nci,gemini-1.5-flash,2025-05-10_23-26-32
sequential_hierarchy_with_synonyms,0.7843,0.7801,0.976,0.8671,0.2887,0.976,0.2647,largebio,snomed-nci,gemini-1.5-flash,2025-05-10_23-26-32
direct_entity,0.794,0.7838,0.9863,0.8735,0.2967,0.9863,0.283,largebio,snomed-nci,gemini-2.0-flash,2025-05-10_15-44-53
direct_entity_ontological,0.7737,0.7657,0.9887,0.863,0.218,0.9887,0.2067,largebio,snomed-nci,gemini-2.0-flash,2025-05-10_15-44-53
sequential_hierarchy,0.7996,0.7882,0.9874,0.8766,0.314,0.9874,0.3014,largebio,snomed-nci,gemini-2.0-flash,2025-05-10_15-44-53
sequential_hierarchy_ontological,0.7943,0.8157,0.9234,0.8662,0.4607,0.9234,0.3841,largebio,snomed-nci,gemini-2.0-flash,2025-05-10_15-44-53
direct_entity_with_synonyms,0.8018,0.7923,0.9827,0.8773,0.334,0.9827,0.3167,largebio,snomed-nci,gemini-2.0-flash,2025-05-10_15-44-53
sequential_hierarchy_with_synonyms,0.8012,0.7908,0.9848,0.8772,0.3267,0.9848,0.3115,largebio,snomed-nci,gemini-2.0-flash,2025-05-10_15-44-53
direct_entity,0.7973,0.7998,0.959,0.8722,0.3793,0.959,0.3383,largebio,snomed-nci,gemini-2.0-flash-lite,2025-05-10_15-46-10
direct_entity_ontological,0.7726,0.8138,0.8878,0.8492,0.4747,0.8878,0.3625,largebio,snomed-nci,gemini-2.0-flash-lite,2025-05-10_15-46-10
sequential_hierarchy,0.7999,0.7946,0.9745,0.8754,0.3487,0.9745,0.3231,largebio,snomed-nci,gemini-2.0-flash-lite,2025-05-10_15-46-10
sequential_hierarchy_ontological,0.7679,0.8084,0.8889,0.8467,0.4553,0.8889,0.3442,largebio,snomed-nci,gemini-2.0-flash-lite,2025-05-10_15-46-10
direct_entity_with_synonyms,0.7942,0.7992,0.9544,0.8699,0.38,0.9544,0.3344,largebio,snomed-nci,gemini-2.0-flash-lite,2025-05-10_15-46-10
sequential_hierarchy_with_synonyms,0.8079,0.8038,0.9706,0.8793,0.3873,0.9706,0.3579,largebio,snomed-nci,gemini-2.0-flash-lite,2025-05-10_15-46-10
direct_entity,0.8473,0.8945,0.8938,0.8941,0.7273,0.8938,0.6211,largebio,snomed-nci,gemini-2.5-flash-preview-04-17,2025-05-10_20-48-45
direct_entity_ontological,0.8245,0.9055,0.8448,0.8741,0.772,0.8448,0.6168,largebio,snomed-nci,gemini-2.5-flash-preview-04-17,2025-05-10_20-48-45
sequential_hierarchy,0.8492,0.9041,0.8847,0.8943,0.7573,0.8847,0.6421,largebio,snomed-nci,gemini-2.5-flash-preview-04-17,2025-05-10_20-48-45
sequential_hierarchy_ontological,0.8096,0.8962,0.8324,0.8631,0.7507,0.8324,0.5831,largebio,snomed-nci,gemini-2.5-flash-preview-04-17,2025-05-10_20-48-45
direct_entity_with_synonyms,0.8457,0.8952,0.8901,0.8927,0.7307,0.8901,0.6208,largebio,snomed-nci,gemini-2.5-flash-preview-04-17,2025-05-10_20-48-45
sequential_hierarchy_with_synonyms,0.8492,0.9052,0.8834,0.8942,0.7607,0.8834,0.6441,largebio,snomed-nci,gemini-2.5-flash-preview-04-17,2025-05-10_20-48-45
